"uid","namedLocation","plotID","collectDate","identifiedDate","sampleID","subsampleID","scientificName","acceptedTaxonID","taxonRank","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","identificationQualifier","identificationReferences","identificationProtocolVersion","scientificNameAuthorship","sexOrAge","individualCount","sampleCondition","archiveMedium","archiveFacilityID","deprecatedVialID","identifiedBy","laboratoryName","remarks"
"73c83958-48e4-4513-b4af-5074fc4a0193","BLAN_005.tickPlot.tck","BLAN_005","2017-10-02T18:29Z","2018-01-28T17:00Z","BLAN_005.20171002","BLAN_005.20171002.IXOSCA.N","Ixodes scapularis","IXOSCA","species","Ixodidae",NA,NA,NA,"Ixodes",NA,"scapularis",NA,NA,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.","GSU_tickIdentification_SOP_2016-11-01.pdf","Say","Nymph",1,"OK","90% ethanol","USNMENT01430054","BLAN_005.20171002.IXOSCA.N","Lorenza Beati","Georgia Southern University",NA
"0196da93-1fb5-4acd-914d-ac39d5f5a77a","BLAN_012.tickPlot.tck","BLAN_012","2018-04-23T16:16Z","2018-09-17T16:00Z","BLAN_012.20180423","BLAN_012.20180423.IXOSCA.N","Ixodes scapularis","IXOSCA","species","Ixodidae",NA,NA,NA,"Ixodes",NA,"scapularis",NA,NA,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.","GSU_tickIdentification_SOP_2016-11-01.pdf","Say","Nymph",1,"OK","90% ethanol","USNMENT01482309",NA,"Lorenza Beati","Georgia Southern University",NA
"40269f28-8e8f-45c5-aa9a-10020536461a","BLAN_005.tickPlot.tck","BLAN_005","2018-05-14T18:53Z","2018-09-17T16:00Z","BLAN_005.20180514","BLAN_005.20180514.IXOSCA.M","Ixodes scapularis","IXOSCA","species","Ixodidae",NA,NA,NA,"Ixodes",NA,"scapularis",NA,NA,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.","GSU_tickIdentification_SOP_2016-11-01.pdf","Say","Male",1,"OK","90% ethanol","USNMENT01482303",NA,"Lorenza Beati","Georgia Southern University",NA
"f5aa77fd-3076-45e4-965d-39279c66d582","BLAN_005.tickPlot.tck","BLAN_005","2018-05-14T18:53Z","2018-09-17T16:00Z","BLAN_005.20180514","BLAN_005.20180514.IXOSCA.N","Ixodes scapularis","IXOSCA","species","Ixodidae",NA,NA,NA,"Ixodes",NA,"scapularis",NA,NA,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.","GSU_tickIdentification_SOP_2016-11-01.pdf","Say","Nymph",3,"OK","90% ethanol","USNMENT01482253",NA,"Lorenza Beati","Georgia Southern University",NA
"76dd45f8-4f35-48e6-ba91-d3af86a0b2b3","BLAN_005.tickPlot.tck","BLAN_005","2018-05-14T18:53Z","2018-09-17T16:00Z","BLAN_005.20180514","BLAN_005.20180514.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Nymph",3,"OK","90% ethanol","USNMENT01482243",NA,"Lorenza Beati","Georgia Southern University",NA
"3c78d6e2-4838-4ef5-9c7e-4a7205050d12","BLAN_002.tickPlot.tck","BLAN_002","2018-06-07T13:38Z","2018-09-17T16:00Z","BLAN_002.20180607","BLAN_002.20180607.HAELON.N","Haemaphysalis longicornis","HAELON","species","Ixodidae",NA,NA,NA,"Haemaphysalis",NA,"longicornis",NA,NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf","","Nymph",1,"OK","90% ethanol","USNMENT01482313",NA,"Lorenza Beati","Georgia Southern University",NA
"e26fa05c-e180-47c4-92a9-ffe380ccf926","BLAN_015.tickPlot.tck","BLAN_015","2018-06-07T14:50Z","2018-09-17T16:00Z","BLAN_015.20180607","BLAN_015.20180607.IXOSCA.N","Ixodes scapularis","IXOSCA","species","Ixodidae",NA,NA,NA,"Ixodes",NA,"scapularis",NA,NA,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.","GSU_tickIdentification_SOP_2016-11-01.pdf","Say","Nymph",1,"OK","90% ethanol","USNMENT01482263",NA,"Lorenza Beati","Georgia Southern University",NA
"db10ec32-4709-4b6f-b822-ee4ab1f87502","BLAN_008.tickPlot.tck","BLAN_008","2018-06-07T15:05Z","2018-09-17T16:00Z","BLAN_008.20180607","BLAN_008.20180607.IXOSCA.N","Ixodes scapularis","IXOSCA","species","Ixodidae",NA,NA,NA,"Ixodes",NA,"scapularis",NA,NA,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.","GSU_tickIdentification_SOP_2016-11-01.pdf","Say","Nymph",1,"OK","90% ethanol","USNMENT01482318",NA,"Lorenza Beati","Georgia Southern University",NA
"b8de922e-8615-40b9-9d76-a704322c3ed1","BLAN_005.tickPlot.tck","BLAN_005","2018-06-07T16:15Z","2018-09-17T16:00Z","BLAN_005.20180607","BLAN_005.20180607.IXOSCA.N","Ixodes scapularis","IXOSCA","species","Ixodidae",NA,NA,NA,"Ixodes",NA,"scapularis",NA,NA,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.","GSU_tickIdentification_SOP_2016-11-01.pdf","Say","Nymph",6,"OK","90% ethanol","USNMENT01482310",NA,"Lorenza Beati","Georgia Southern University",NA
"fc03a039-58e8-4cb1-bbe5-455c9b8d6a84","BLAN_005.tickPlot.tck","BLAN_005","2018-06-07T16:15Z","2018-09-17T16:00Z","BLAN_005.20180607","BLAN_005.20180607.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Nymph",7,"OK","90% ethanol","USNMENT01482308",NA,"Lorenza Beati","Georgia Southern University",NA
"4cdefaf1-04da-4a68-8311-bde8e523ee21","BLAN_005.tickPlot.tck","BLAN_005","2018-06-26T04:12Z","2018-09-17T16:00Z","BLAN_005.20180626","BLAN_005.20180626.IXOSCA.N","Ixodes scapularis","IXOSCA","species","Ixodidae",NA,NA,NA,"Ixodes",NA,"scapularis",NA,NA,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.","GSU_tickIdentification_SOP_2016-11-01.pdf","Say","Nymph",4,"OK","90% ethanol","USNMENT01482298",NA,"Lorenza Beati","Georgia Southern University",NA
"f4b6a50e-75cf-4de4-82e4-c0ce5c565fb9","BLAN_005.tickPlot.tck","BLAN_005","2018-06-26T04:12Z","2018-09-17T16:00Z","BLAN_005.20180626","BLAN_005.20180626.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Nymph",5,"OK","90% ethanol","USNMENT01482273",NA,"Lorenza Beati","Georgia Southern University",NA
"8fa19d4e-10c4-40cd-b75e-f04a3212a3f5","BLAN_012.tickPlot.tck","BLAN_012","2018-06-26T14:13Z","2018-09-17T16:00Z","BLAN_012.20180626","BLAN_012.20180626.IXOSCA.N","Ixodes scapularis","IXOSCA","species","Ixodidae",NA,NA,NA,"Ixodes",NA,"scapularis",NA,NA,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.","GSU_tickIdentification_SOP_2016-11-01.pdf","Say","Nymph",1,"OK","90% ethanol","USNMENT01482244",NA,"Lorenza Beati","Georgia Southern University",NA
"c6cef3c5-e638-486b-b588-c3ca84a110a0","BLAN_015.tickPlot.tck","BLAN_015","2018-06-26T15:12Z","2018-09-17T16:00Z","BLAN_015.20180626","BLAN_015.20180626.DERVAR.M","Dermacentor variabilis","DERVAR","species","Ixodidae",NA,NA,NA,"Dermacentor",NA,"variabilis",NA,NA,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.","GSU_tickIdentification_SOP_2016-11-01.pdf","Say","Male",1,"OK","90% ethanol","USNMENT01482249",NA,"Lorenza Beati","Georgia Southern University",NA
"c0f26d41-459e-4b0d-b882-534959a348db","BLAN_005.tickPlot.tck","BLAN_005","2018-07-20T13:49Z","2018-09-17T16:00Z","BLAN_005.20180720","BLAN_005.20180720.DERVAR.F","Dermacentor variabilis","DERVAR","species","Ixodidae",NA,NA,NA,"Dermacentor",NA,"variabilis",NA,NA,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.","GSU_tickIdentification_SOP_2016-11-01.pdf","Say","Female",1,"OK","90% ethanol","USNMENT01482278",NA,"Lorenza Beati","Georgia Southern University",NA
"ce96c990-04d9-4598-bf47-6dd0e9bcde07","BLAN_005.tickPlot.tck","BLAN_005","2018-08-06T15:40Z","2018-11-15T17:00Z","BLAN_005.20180806","BLAN_005.20180806.IXOSCA.N","Ixodes scapularis","IXOSCA","species","Ixodidae",NA,NA,NA,"Ixodes",NA,"scapularis",NA,NA,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.","GSU_tickIdentification_SOP_2016-11-01.pdf","Say","Nymph",1,"OK","90% ethanol","USNMENT01482617",NA,"Lorenza Beati","Georgia Southern University",NA
"1e27f53a-814c-4e87-b0c4-d83d3fc3ebb2","BLAN_005.tickPlot.tck","BLAN_005","2018-08-06T15:40Z","2018-11-03T16:00Z","BLAN_005.20180806","BLAN_005.20180806.L","Ixodida sp.","IXOSP2","order","",NA,NA,NA,"",NA,"sp.",NA,NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf","","Larva",127,"OK","90% ethanol","USNMENT01482618",NA,"Arianna Gibbs","Georgia Southern University",NA
"1494a955-8de9-454c-a1e0-d25ce0d35588","BLAN_012.tickPlot.tck","BLAN_012","2018-08-07T02:27Z","2018-11-03T16:00Z","BLAN_012.20180806","BLAN_012.20180806.L","Ixodida sp.","IXOSP2","order","",NA,NA,NA,"",NA,"sp.",NA,NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf","","Larva",2,"OK","90% ethanol","USNMENT01482624",NA,"Arianna Gibbs","Georgia Southern University",NA
"597a96a4-7ad3-4992-a0ef-6fe3bbee9f72","BLAN_012.tickPlot.tck","BLAN_012","2018-08-07T02:27Z","2018-11-15T17:00Z","BLAN_012.20180806","BLAN_012.20180806.IXOSCA.N","Ixodes scapularis","IXOSCA","species","Ixodidae",NA,NA,NA,"Ixodes",NA,"scapularis",NA,NA,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.","GSU_tickIdentification_SOP_2016-11-01.pdf","Say","Nymph",1,"OK","90% ethanol","USNMENT01482623",NA,"Lorenza Beati","Georgia Southern University",NA
"6c6ea389-d026-4d9e-840d-e1bf966d9019","BLAN_005.tickPlot.tck","BLAN_005","2018-08-27T17:52Z","2018-11-03T16:00Z","BLAN_005.20180827","BLAN_005.20180827.L","Ixodida sp.","IXOSP2","order","",NA,NA,NA,"",NA,"sp.",NA,NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf","","Larva",71,"OK","90% ethanol","USNMENT01482622",NA,"Arianna Gibbs","Georgia Southern University",NA
"761ee492-d107-46fb-bac9-0f7fc10d82ed","BLAN_005.tickPlot.tck","BLAN_005","2018-08-27T17:52Z","2018-11-10T17:00Z","BLAN_005.20180827","BLAN_005.20180827.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Nymph",4,"OK","90% ethanol","USNMENT01482621",NA,"Lorenza Beati","Georgia Southern University",NA
"41791821-5beb-4640-a533-edebe73a18f0","BLAN_002.tickPlot.tck","BLAN_002","2018-08-27T19:39Z","2018-11-03T16:00Z","BLAN_002.20180827","BLAN_002.20180827.L","Ixodida sp.","IXOSP2","order","",NA,NA,NA,"",NA,"sp.",NA,NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf","","Larva",1,"OK","90% ethanol","USNMENT01482614",NA,"Arianna Gibbs","Georgia Southern University",NA
"031d0a17-d11d-4470-9362-f8bd4c5c30fc","BLAN_015.tickPlot.tck","BLAN_015","2018-08-29T18:06Z","2018-11-03T16:00Z","BLAN_015.20180829","BLAN_015.20180829.L","Ixodida sp.","IXOSP2","order","",NA,NA,NA,"",NA,"sp.",NA,NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf","","Larva",6,"OK","90% ethanol","USNMENT01482619",NA,"Arianna Gibbs","Georgia Southern University",NA
"e3ad9732-b2a8-4d8f-ae94-7fb73b5eaed5","BLAN_002.tickPlot.tck","BLAN_002","2018-09-20T15:54Z","2018-11-03T16:00Z","BLAN_002.20180920","BLAN_002.20180920.L","Ixodida sp.","IXOSP2","order","",NA,NA,NA,"",NA,"sp.",NA,NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf","","Larva",61,"OK","90% ethanol","USNMENT01482613",NA,"Arianna Gibbs","Georgia Southern University",NA
"b32d01a0-c5ec-4d80-a890-62b8b1734e77","BLAN_002.tickPlot.tck","BLAN_002","2018-09-20T15:54Z","2018-11-10T17:00Z","BLAN_002.20180920","BLAN_002.20180920.HAELON.N","Haemaphysalis longicornis","HAELON","species","Ixodidae",NA,NA,NA,"Haemaphysalis",NA,"longicornis",NA,NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf","","Nymph",1,"OK","90% ethanol","USNMENT01482612",NA,"Lorenza Beati","Georgia Southern University",NA
"8fb6d1ae-9421-47bb-bd93-a88158ae10ce","BLAN_005.tickPlot.tck","BLAN_005","2018-09-20T17:36Z","2018-11-03T16:00Z","BLAN_005.20180920","BLAN_005.20180920.L","Ixodida sp.","IXOSP2","order","",NA,NA,NA,"",NA,"sp.",NA,NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf","","Larva",18,"OK","90% ethanol","USNMENT01482611",NA,"Arianna Gibbs","Georgia Southern University",NA
"46446858-b31e-4672-a588-894d04b42800","BLAN_005.tickPlot.tck","BLAN_005","2018-09-20T17:36Z","2018-11-15T17:00Z","BLAN_005.20180920","BLAN_005.20180920.IXOSCA.N","Ixodes scapularis","IXOSCA","species","Ixodidae",NA,NA,NA,"Ixodes",NA,"scapularis",NA,NA,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.","GSU_tickIdentification_SOP_2016-11-01.pdf","Say","Nymph",6,"OK","90% ethanol","USNMENT01482610",NA,"Lorenza Beati","Georgia Southern University",NA
"ed2e2c91-bcf6-40cc-8306-6cd44a3ce332","BLAN_008.tickPlot.tck","BLAN_008","2018-09-20T18:33Z","2018-11-03T16:00Z","BLAN_008.20180920","BLAN_008.20180920.L","Ixodida sp.","IXOSP2","order","",NA,NA,NA,"",NA,"sp.",NA,NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf","","Larva",2,"OK","90% ethanol","USNMENT01482620",NA,"Arianna Gibbs","Georgia Southern University",NA
"da2a880b-89a0-4a23-9384-b700bae5fb0e","BLAN_012.tickPlot.tck","BLAN_012","2018-09-20T19:13Z","2018-11-03T16:00Z","BLAN_012.20180920","BLAN_012.20180920.L","Ixodida sp.","IXOSP2","order","",NA,NA,NA,"",NA,"sp.",NA,NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf","","Larva",1,"OK","90% ethanol","USNMENT01482616",NA,"Arianna Gibbs","Georgia Southern University",NA
"26c7e688-24e1-4b2f-b356-a83779fd435b","BLAN_012.tickPlot.tck","BLAN_012","2018-09-20T19:13Z","2018-11-15T17:00Z","BLAN_012.20180920","BLAN_012.20180920.IXOSCA.N","Ixodes scapularis","IXOSCA","species","Ixodidae",NA,NA,NA,"Ixodes",NA,"scapularis",NA,NA,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.","GSU_tickIdentification_SOP_2016-11-01.pdf","Say","Nymph",1,"OK","90% ethanol","USNMENT01482615",NA,"Lorenza Beati","Georgia Southern University",NA
"26c09328-3860-459c-b2a4-cc23e4402b8f","OSBS_003.tickPlot.tck","OSBS_003","2017-04-19T14:11Z","2017-12-13T17:00Z","OSBS_003.20170419","OSBS_003.20170419.AMBAME.F","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Female",4,"OK","90% ethanol","USNMENT01358147","OSBS_003.20170419.01.AMBAME.F","Lorenza Beati","Georgia Southern University",""
"41bec341-10c1-426c-b06d-798005d72ac2","OSBS_003.tickPlot.tck","OSBS_003","2017-04-19T14:11Z","2017-12-13T17:00Z","OSBS_003.20170419","OSBS_003.20170419.AMBAME.M","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Male",6,"OK","90% ethanol","USNMENT01358146","OSBS_003.20170419.01.AMBAME.M","Lorenza Beati","Georgia Southern University",""
"54699be2-5edc-4c1e-b051-81754c6b4d2c","OSBS_003.tickPlot.tck","OSBS_003","2017-04-19T14:11Z","2017-12-13T17:00Z","OSBS_003.20170419","OSBS_003.20170419.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Nymph",38,"OK","90% ethanol","USNMENT01358145","OSBS_003.20170419.01.AMBAME.N","Lorenza Beati","Georgia Southern University",""
"b9ade405-b68a-4160-998b-cc943fc719d6","OSBS_004.tickPlot.tck","OSBS_004","2017-04-19T15:15Z","2017-12-13T17:00Z","OSBS_004.20170419","OSBS_004.20170419.AMBAME.N","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Nymph",3,"OK","90% ethanol","USNMENT01358144","OSBS_004.20170419.01.AMBAME.N","Lorenza Beati","Georgia Southern University",""
"7d6abc3e-2c65-4857-9190-ce67f73b6490","OSBS_022.tickPlot.tck","OSBS_022","2017-04-19T15:49Z","2017-07-13T16:00Z","OSBS_022.20170419","OSBS_022.20170419.IXOSP.N","Ixodidae sp.","IXOSP","family","Ixodidae",NA,NA,NA,"",NA,"sp.",NA,NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf","","Nymph",1,"OK","90% ethanol","USNMENT01358148","OSBS_022.20170419.01.N","Guy Hobbs","Georgia Southern University","Over invoice limit, will not be billed."
"aa09d2a3-b109-48f1-8208-bbf053652044","OSBS_001.tickPlot.tck","OSBS_001","2017-04-19T16:42Z","2017-12-13T17:00Z","OSBS_001.20170419","OSBS_001.20170419.AMBAME.M","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Male",3,"OK","90% ethanol","USNMENT01358142","OSBS_001.20170419.01.AMBAME.M","Lorenza Beati","Georgia Southern University",""
"bbd3554d-a0e2-40b3-881b-da971dea37b3","OSBS_001.tickPlot.tck","OSBS_001","2017-04-19T16:42Z","2017-07-13T16:00Z","OSBS_001.20170419","OSBS_001.20170419.IXOSP.N","Ixodidae sp.","IXOSP","family","Ixodidae",NA,NA,NA,"",NA,"sp.",NA,NA,"","GSU_tickIdentification_SOP_2016-11-01.pdf","","Nymph",20,"OK","90% ethanol","USNMENT01358141","OSBS_001.20170419.01.N","Guy Hobbs","Georgia Southern University","Over invoice limit, will not be billed."
"2a7b5b5b-b05a-4e22-97ee-fe81acec4119","OSBS_001.tickPlot.tck","OSBS_001","2017-04-19T16:42Z","2017-12-13T17:00Z","OSBS_001.20170419","OSBS_001.20170419.AMBAME.F","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Female",4,"OK","90% ethanol","USNMENT01358143","OSBS_001.20170419.01.AMBAME.F","Lorenza Beati","Georgia Southern University",""
"6b26a217-5cea-4f47-b5f9-666c9c009183","OSBS_005.tickPlot.tck","OSBS_005","2017-04-19T17:47Z","2017-12-07T17:00Z","OSBS_005.20170419","OSBS_005.20170419.AMBAME.M","Amblyomma americanum","AMBAME","species","Ixodidae",NA,NA,NA,"Amblyomma",NA,"americanum",NA,NA,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.","GSU_tickIdentification_SOP_2016-11-01.pdf","Linnaeus","Male",17,"OK","90% ethanol","USNMENT01358138","OSBS_005.20170419.02.AMBAME.M","Lorenza Beati","Georgia Southern University",""
