uid,namedLocation,plotID,collectDate,identifiedDate,sampleID,subsampleID,scientificName,acceptedTaxonID,taxonRank,family,genus,specificEpithet,sexOrAge,individualCount
91e89b6a-d66f-4f55-8fc6-09c860f3f36e,OSBS_005.tickPlot.tck,OSBS_005,2017-08-24T04:36Z,2017-10-13T16:00Z,OSBS_005.20170824,OSBS_005.20170824.IXOSP.L,Ixodidae sp.,IXOSP,family,Ixodidae,,sp.,Larva,1
38103753-c22e-4b2b-847c-049ac0ddf9c6,OSBS_005.tickPlot.tck,OSBS_005,2017-08-24T04:36Z,2017-12-13T17:00Z,OSBS_005.20170824,OSBS_005.20170824.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Female,3
f9f56284-a87d-4208-b780-13649d3de782,OSBS_005.tickPlot.tck,OSBS_005,2017-08-24T04:36Z,2017-12-13T17:00Z,OSBS_005.20170824,OSBS_005.20170824.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,39
3ed27d1d-0c28-4c67-a37c-3085bf705391,OSBS_001.tickPlot.tck,OSBS_001,2017-08-24T14:59Z,2017-12-13T17:00Z,OSBS_001.20170824,OSBS_001.20170824.DERVAR.F,Dermacentor variabilis,DERVAR,species,Ixodidae,Dermacentor,variabilis,Female,2
64ca0504-1b7e-48c5-978d-aabbf24bd69e,OSBS_001.tickPlot.tck,OSBS_001,2017-08-24T14:59Z,2017-12-13T17:00Z,OSBS_001.20170824,OSBS_001.20170824.IXOSP.N,Ixodidae sp.,IXOSP,family,Ixodidae,,sp.,Nymph,17
8d8fd5d0-cbd2-4d79-8b21-834fd76f4c69,OSBS_001.tickPlot.tck,OSBS_001,2017-08-24T14:59Z,2017-10-14T16:00Z,OSBS_001.20170824,OSBS_001.20170824.IXOSP.L,Ixodidae sp.,IXOSP,family,Ixodidae,,sp.,Larva,1
59fb4069-f157-41e6-9c5e-2402dab00ff1,OSBS_001.tickPlot.tck,OSBS_001,2017-08-24T14:59Z,2017-12-13T17:00Z,OSBS_001.20170824,OSBS_001.20170824.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Female,1
f03237b3-b365-4b7b-ad7a-610aea051262,OSBS_022.tickPlot.tck,OSBS_022,2017-08-24T16:00Z,2017-12-10T17:00Z,OSBS_022.20170824,OSBS_022.20170824.DERVAR.F,Dermacentor variabilis,DERVAR,species,Ixodidae,Dermacentor,variabilis,Female,2
07e73612-0fa3-48cc-878d-b05f7a9115c2,OSBS_003.tickPlot.tck,OSBS_003,2017-09-20T14:14Z,2017-12-13T17:00Z,OSBS_003.20170920,OSBS_003.20170920.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,21
2647e7ef-2e9f-4473-9b16-078645807b67,OSBS_003.tickPlot.tck,OSBS_003,2017-09-20T14:14Z,2017-10-13T16:00Z,OSBS_003.20170920,OSBS_003.20170920.IXOSP.L,Ixodidae sp.,IXOSP,family,Ixodidae,,sp.,Larva,1
9dd2f0ae-f8e1-46c1-9ff7-0b91a1dc185e,OSBS_001.tickPlot.tck,OSBS_001,2017-09-20T16:24Z,2017-12-13T17:00Z,OSBS_001.20170920,OSBS_001.20170920.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Female,1
aefd5a2f-151a-41cb-8e01-3efb1d26af0c,OSBS_001.tickPlot.tck,OSBS_001,2017-09-20T16:24Z,2017-10-13T16:00Z,OSBS_001.20170920,OSBS_001.20170920.IXOSP.N,Ixodidae sp.,IXOSP,family,Ixodidae,,sp.,Nymph,11
144a9d2c-fa38-49da-8666-3e006db00917,OSBS_001.tickPlot.tck,OSBS_001,2017-09-20T16:24Z,2017-10-14T16:00Z,OSBS_001.20170920,OSBS_001.20170920.IXOSP.L,Ixodidae sp.,IXOSP,family,Ixodidae,,sp.,Larva,1
5ea2003a-0c0a-47c0-9c7e-1fd30e7c3a49,OSBS_001.tickPlot.tck,OSBS_001,2018-03-13T18:43Z,2018-09-26T16:00Z,OSBS_001.20180313,OSBS_001.20180313.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,3
b73d3af6-a8ce-462c-b5c7-97ac0916d107,OSBS_001.tickPlot.tck,OSBS_001,2018-03-13T18:43Z,2018-09-13T16:00Z,OSBS_001.20180313,OSBS_001.20180313.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Male,1
6b0fa388-65d7-4397-bd0e-e8737a125068,OSBS_048.tickPlot.tck,OSBS_048,2018-04-05T17:33Z,2018-09-26T16:00Z,OSBS_048.20180405,OSBS_048.20180405.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Female,2
3d7f8da4-4b28-42c3-b2b8-05896e0ea67a,OSBS_048.tickPlot.tck,OSBS_048,2018-04-05T17:33Z,2018-09-26T16:00Z,OSBS_048.20180405,OSBS_048.20180405.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,3
d05b8cc9-94fd-4908-9010-23705d27718d,OSBS_001.tickPlot.tck,OSBS_001,2018-04-05T19:40Z,2018-09-26T16:00Z,OSBS_001.20180405,OSBS_001.20180405.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Male,2
66dda3b2-5ca9-44ee-ab34-f093f43eab2b,OSBS_001.tickPlot.tck,OSBS_001,2018-04-05T19:40Z,2018-09-26T16:00Z,OSBS_001.20180405,OSBS_001.20180405.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Female,4
16f79a8d-364a-4970-a6cb-f8fe11c317df,OSBS_001.tickPlot.tck,OSBS_001,2018-04-05T19:40Z,2018-09-26T16:00Z,OSBS_001.20180405,OSBS_001.20180405.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,35
12531c0c-1939-4f03-a5ae-09c2dc991331,OSBS_005.tickPlot.tck,OSBS_005,2018-04-05T20:59Z,2018-09-19T16:00Z,OSBS_005.20180405,OSBS_005.20180405.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Male,2
1fd68e3e-b6ab-4a87-b82d-f49363b3ed7f,OSBS_005.tickPlot.tck,OSBS_005,2018-04-05T20:59Z,2018-09-26T16:00Z,OSBS_005.20180405,OSBS_005.20180405.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,20
304a1563-be70-4afc-bc14-7c7586969a85,OSBS_048.tickPlot.tck,OSBS_048,2018-04-24T14:58Z,2018-09-26T16:00Z,OSBS_048.20180424,OSBS_048.20180424.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,5
ece785a0-afb2-4067-a0bd-be38766b4313,OSBS_001.tickPlot.tck,OSBS_001,2018-04-24T15:50Z,2018-09-26T16:00Z,OSBS_001.20180424,OSBS_001.20180424.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,47
31186e0a-18fe-4eee-834f-9c963892679f,OSBS_001.tickPlot.tck,OSBS_001,2018-04-24T15:50Z,2018-09-19T16:00Z,OSBS_001.20180424,OSBS_001.20180424.L,Ixodida sp.,IXOSP2,order,,,sp.,Larva,11
25f683a2-7393-4fa8-a28d-d2b7610fae5c,OSBS_001.tickPlot.tck,OSBS_001,2018-04-24T15:50Z,2018-09-19T16:00Z,OSBS_001.20180424,OSBS_001.20180424.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Female,2
636a7308-a42d-4564-aa04-1d2270f5dfd1,OSBS_001.tickPlot.tck,OSBS_001,2018-04-24T15:50Z,2018-09-19T16:00Z,OSBS_001.20180424,OSBS_001.20180424.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Male,4
7639a638-80b9-48ee-a3fd-1b421d97f7df,OSBS_004.tickPlot.tck,OSBS_004,2018-05-22T14:35Z,2018-09-26T16:00Z,OSBS_004.20180522,OSBS_004.20180522.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,1
6606f5cf-ae4f-417c-abea-884f6fb0d0fe,OSBS_048.tickPlot.tck,OSBS_048,2018-05-22T15:20Z,2018-09-26T16:00Z,OSBS_048.20180522,OSBS_048.20180522.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,2
3aed2ceb-367b-48ab-b280-ce07574cec5e,OSBS_048.tickPlot.tck,OSBS_048,2018-05-22T15:20Z,2018-09-19T16:00Z,OSBS_048.20180522,OSBS_048.20180522.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Female,1
e8f7942a-c4b1-42bc-93e6-1cfa30153619,OSBS_001.tickPlot.tck,OSBS_001,2018-05-23T14:30Z,2018-09-19T16:00Z,OSBS_001.20180523,OSBS_001.20180523.L,Ixodida sp.,IXOSP2,order,,,sp.,Larva,22
f10a5da7-7c70-424f-991a-b9537a3bf754,OSBS_001.tickPlot.tck,OSBS_001,2018-05-23T14:30Z,2018-09-19T16:00Z,OSBS_001.20180523,OSBS_001.20180523.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Female,6
5e593f68-6761-4e28-8a26-5e15eb28aa71,OSBS_001.tickPlot.tck,OSBS_001,2018-05-23T14:30Z,2018-09-26T16:00Z,OSBS_001.20180523,OSBS_001.20180523.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,24
36b0c391-5615-4c99-87fc-184951bf9e6d,OSBS_001.tickPlot.tck,OSBS_001,2018-05-23T14:30Z,2018-09-19T16:00Z,OSBS_001.20180523,OSBS_001.20180523.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Male,5
cdad3364-a8e0-47bd-a342-8efeb65c4533,OSBS_004.tickPlot.tck,OSBS_004,2018-06-07T17:19Z,2018-09-26T16:00Z,OSBS_004.20180607,OSBS_004.20180607.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,1
01597e4d-37b5-4fed-96f1-b60cded3e41d,OSBS_048.tickPlot.tck,OSBS_048,2018-06-07T18:11Z,2018-09-26T16:00Z,OSBS_048.20180607,OSBS_048.20180607.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,1
c8683434-71f4-413e-a610-aef785edfcac,OSBS_048.tickPlot.tck,OSBS_048,2018-06-07T18:11Z,2018-09-13T16:00Z,OSBS_048.20180607,OSBS_048.20180607.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Female,1
e9d99476-d3d2-497d-8a8d-bccc6fda2dc9,OSBS_001.tickPlot.tck,OSBS_001,2018-06-07T19:42Z,2018-09-26T16:00Z,OSBS_001.20180607,OSBS_001.20180607.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Male,4
5e713a30-3c7e-4f95-a6e2-ecff923df5bd,OSBS_001.tickPlot.tck,OSBS_001,2018-06-07T19:42Z,2018-09-13T16:00Z,OSBS_001.20180607,OSBS_001.20180607.AMBMAC.F,Amblyomma maculatum,AMBMAC,species,Ixodidae,Amblyomma,maculatum,Female,1
609296b6-4a76-490c-a061-20415b3924e1,OSBS_001.tickPlot.tck,OSBS_001,2018-06-07T19:42Z,2018-09-26T16:00Z,OSBS_001.20180607,OSBS_001.20180607.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,22
49750196-66c5-4642-923f-234befa398b4,OSBS_048.tickPlot.tck,OSBS_048,2018-06-28T15:05Z,2018-09-19T16:00Z,OSBS_048.20180628,OSBS_048.20180628.L,Ixodida sp.,IXOSP2,order,,,sp.,Larva,2
8b2077ee-4ca8-4d25-9e63-fbbc4f0468cf,OSBS_048.tickPlot.tck,OSBS_048,2018-06-28T15:05Z,2018-09-26T16:00Z,OSBS_048.20180628,OSBS_048.20180628.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,2
974632b0-4702-444d-827e-c1316550f1e8,OSBS_001.tickPlot.tck,OSBS_001,2018-06-28T17:24Z,2018-09-19T16:00Z,OSBS_001.20180628,OSBS_001.20180628.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Female,4
eec18ecc-5053-4854-9b7d-b28e0ff0fc75,OSBS_001.tickPlot.tck,OSBS_001,2018-06-28T17:24Z,2018-09-26T16:00Z,OSBS_001.20180628,OSBS_001.20180628.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,32
9cfdc968-1738-4601-9791-96334c98812a,OSBS_001.tickPlot.tck,OSBS_001,2018-06-28T17:24Z,2018-09-19T16:00Z,OSBS_001.20180628,OSBS_001.20180628.L,Ixodida sp.,IXOSP2,order,,,sp.,Larva,8
03db996d-09ff-4361-ac6f-1ed123acde59,OSBS_001.tickPlot.tck,OSBS_001,2018-06-28T17:24Z,2018-09-19T16:00Z,OSBS_001.20180628,OSBS_001.20180628.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Male,2
c1cde1e0-50a8-415c-9be5-1b0c1e587849,OSBS_048.tickPlot.tck,OSBS_048,2018-07-17T14:33Z,2018-09-19T16:00Z,OSBS_048.20180717,OSBS_048.20180717.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Male,2
24d64c04-ca16-47d4-a551-261d12f3fd87,OSBS_048.tickPlot.tck,OSBS_048,2018-07-17T14:33Z,2018-09-26T16:00Z,OSBS_048.20180717,OSBS_048.20180717.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,4
df53a155-6c29-42fb-bf4b-6032d9761590,OSBS_048.tickPlot.tck,OSBS_048,2018-08-09T14:25Z,2018-10-04T16:00Z,OSBS_048.20180809,OSBS_048.20180809.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Female,1
bab18e8d-cadb-40cb-954d-ebbe2d282257,OSBS_001.tickPlot.tck,OSBS_001,2018-08-09T16:05Z,2018-10-04T16:00Z,OSBS_001.20180809,OSBS_001.20180809.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Male,4
3e9ce5a6-1461-43b9-9c5a-89a3f433dd77,OSBS_001.tickPlot.tck,OSBS_001,2018-08-09T16:05Z,2018-10-04T16:00Z,OSBS_001.20180809,OSBS_001.20180809.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,45
d80e25af-ef7c-4fa4-9a06-887285483c2b,OSBS_001.tickPlot.tck,OSBS_001,2018-08-09T16:05Z,2018-10-04T16:00Z,OSBS_001.20180809,OSBS_001.20180809.L,Ixodida sp.,IXOSP2,order,,,sp.,Larva,224
987c6b67-0893-4226-9f15-ff4606201076,OSBS_001.tickPlot.tck,OSBS_001,2018-08-09T16:05Z,2018-10-04T16:00Z,OSBS_001.20180809,OSBS_001.20180809.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Female,6
e696deb9-6b83-4c48-9842-f6d1e07751fb,OSBS_001.tickPlot.tck,OSBS_001,2018-08-31T18:59Z,2018-10-04T16:00Z,OSBS_001.20180831,OSBS_001.20180831.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Male,3
4e241bed-a35c-4155-83f0-509c515a2ffa,OSBS_001.tickPlot.tck,OSBS_001,2018-08-31T18:59Z,2018-10-04T16:00Z,OSBS_001.20180831,OSBS_001.20180831.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,38
3e5a9bee-e54f-4cd4-b3df-6133201f6477,OSBS_001.tickPlot.tck,OSBS_001,2018-08-31T18:59Z,2018-10-04T16:00Z,OSBS_001.20180831,OSBS_001.20180831.L,Ixodida sp.,IXOSP2,order,,,sp.,Larva,274
37bc1623-a8b2-4a31-a4ce-30d6baffd327,OSBS_001.tickPlot.tck,OSBS_001,2018-08-31T18:59Z,2018-10-04T16:00Z,OSBS_001.20180831,OSBS_001.20180831.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Female,3
f3fa7bc9-6352-4214-9366-3a557b47ef47,OSBS_004.tickPlot.tck,OSBS_004,2018-09-18T15:44Z,2018-10-04T16:00Z,OSBS_004.20180918,OSBS_004.20180918.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,2
0f759995-291c-4485-a935-ae7eef9c8f94,OSBS_001.tickPlot.tck,OSBS_001,2018-09-18T16:33Z,2018-10-04T16:00Z,OSBS_001.20180918,OSBS_001.20180918.L,Ixodida sp.,IXOSP2,order,,,sp.,Larva,207
2b0aa424-5bca-4ea5-9966-63cfc848a353,OSBS_001.tickPlot.tck,OSBS_001,2018-09-18T16:33Z,2018-10-04T16:00Z,OSBS_001.20180918,OSBS_001.20180918.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Male,1
3f45b233-479a-4c5e-acb3-24357e81c14a,OSBS_001.tickPlot.tck,OSBS_001,2018-09-18T16:33Z,2018-10-04T16:00Z,OSBS_001.20180918,OSBS_001.20180918.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Female,1
09d6eebd-355e-40b7-8746-77b00048375e,OSBS_001.tickPlot.tck,OSBS_001,2018-09-18T16:33Z,2018-10-04T16:00Z,OSBS_001.20180918,OSBS_001.20180918.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,36
